latitude,longitude,brightness,frp,confidence,daynight,acq_date,anio,mes,hora,cluster,riesgo
18.58537,-90.13933,349.11,3.75,n,D,2023-04-17,2023,4,19,1,Alto
19.16261,-96.58205,340.11,5.08,l,D,2025-05-13,2025,5,19,2,Medio
21.54887,-104.89375,312.81,1.38,n,N,2024-04-22,2024,4,9,0,Bajo
20.26126,-105.32369,320.11,1.34,n,N,2023-05-21,2023,5,8,0,Bajo
28.49508,-107.47097,299.18,0.6,n,N,2023-04-05,2023,4,9,0,Bajo
19.52003,-89.36631,334.97,32.83,l,D,2023-03-12,2023,3,19,2,Medio
22.71124,-104.22147,305.27,1.06,n,N,2023-06-24,2023,6,9,0,Bajo
16.86883,-93.97662,333.58,5.78,n,D,2023-04-15,2023,4,18,1,Alto
27.17483,-109.59636,340.13,12.62,n,D,2023-07-14,2023,7,20,2,Medio
26.22517,-107.5367,308.94,0.57,n,N,2023-06-17,2023,6,9,0,Bajo
18.91518,-100.73759,338.75,9.48,n,D,2024-06-18,2024,6,19,1,Alto
20.2636,-105.23654,296.75,1.32,n,N,2023-04-15,2023,4,9,0,Bajo
19.02214,-98.62296,351.35,10.59,n,N,2025-12-05,2025,12,7,1,Alto
17.9441,-102.21043,304.61,1.13,n,N,2023-12-21,2023,12,7,0,Bajo
17.0635,-94.15347,367.0,19.66,h,D,2025-05-28,2025,5,20,1,Alto
20.60054,-102.63123,339.16,5.02,n,D,2023-03-17,2023,3,19,1,Alto
16.98928,-96.34027,339.46,5.04,n,N,2024-05-09,2024,5,7,0,Bajo
20.55506,-102.84415,297.78,0.68,n,N,2025-02-11,2025,2,8,0,Bajo
17.709,-100.2027,335.68,4.47,l,D,2025-05-12,2025,5,20,2,Medio
25.74901,-100.31865,305.06,0.82,n,N,2023-11-06,2023,11,8,0,Bajo
19.77026,-96.49477,321.94,1.11,n,N,2024-05-27,2024,5,8,0,Bajo
24.86571,-106.91605,312.15,3.41,n,N,2024-04-27,2024,4,9,0,Bajo
18.78821,-90.07779,331.0,4.8,n,N,2023-04-14,2023,4,7,0,Bajo
30.79785,-108.30045,367.0,22.2,h,D,2024-01-10,2024,1,19,1,Alto
16.88065,-99.66571,337.99,3.61,n,D,2024-05-09,2024,5,20,1,Alto
17.85065,-91.17706,334.96,4.68,l,D,2025-05-08,2025,5,19,2,Medio
19.78146,-103.8195,340.72,7.19,l,D,2024-05-03,2024,5,20,2,Medio
18.64018,-92.50968,316.4,1.9,n,N,2025-03-13,2025,3,7,0,Bajo
18.23996,-96.92815,339.92,9.45,n,D,2024-05-16,2024,5,19,1,Alto
19.24244,-104.15494,354.5,19.24,n,D,2023-05-15,2023,5,21,1,Alto
17.99246,-100.6174,306.75,2.14,n,N,2023-04-21,2023,4,9,0,Bajo
28.78379,-107.04706,367.0,26.57,h,D,2023-02-07,2023,2,19,1,Alto
24.13569,-106.19357,331.35,3.26,n,D,2023-06-05,2023,6,19,2,Medio
19.51862,-89.37804,310.78,2.85,n,N,2023-04-07,2023,4,6,0,Bajo
20.05223,-99.29735,297.87,5.12,n,N,2024-01-02,2024,1,7,0,Bajo
16.45712,-95.03105,338.72,9.53,n,D,2025-03-17,2025,3,19,1,Alto
20.59125,-102.89859,342.9,11.24,n,D,2025-05-15,2025,5,21,1,Alto
29.67947,-108.12675,309.89,1.7,n,N,2025-05-02,2025,5,8,0,Bajo
19.36599,-88.9122,310.15,1.31,n,N,2024-05-24,2024,5,7,0,Bajo
15.95445,-92.08439,336.52,2.83,n,D,2023-05-30,2023,5,19,1,Alto
16.03562,-92.31615,339.22,5.42,n,D,2025-06-04,2025,6,19,1,Alto
17.58358,-94.70192,343.4,14.1,l,D,2024-05-10,2024,5,19,2,Medio
16.43468,-96.11504,330.79,2.73,n,D,2023-05-19,2023,5,19,1,Alto
16.59233,-97.51692,336.51,4.68,n,D,2024-05-15,2024,5,20,1,Alto
16.6845,-94.48966,314.89,1.41,n,N,2024-03-30,2024,3,8,0,Bajo
17.08415,-100.21294,333.96,2.38,n,D,2024-05-12,2024,5,19,1,Alto
30.66069,-112.88902,335.32,22.39,n,D,2025-01-04,2025,1,20,2,Medio
17.74453,-93.10366,303.8,0.8,n,N,2024-03-01,2024,3,7,0,Bajo
28.02352,-107.92451,299.45,1.7,n,N,2023-05-21,2023,5,9,0,Bajo
19.09399,-90.06898,331.57,8.82,n,D,2025-05-23,2025,5,18,1,Alto
16.48041,-90.58819,334.47,6.2,l,D,2024-05-24,2024,5,18,2,Medio
22.83156,-103.73456,353.34,16.22,n,D,2023-06-26,2023,6,19,2,Medio
19.74848,-98.60136,323.89,3.49,n,N,2023-03-20,2023,3,7,0,Bajo
16.69418,-94.46223,347.78,13.36,n,D,2024-04-04,2024,4,19,1,Alto
22.53351,-104.37993,352.88,9.35,n,D,2023-05-17,2023,5,20,2,Medio
32.3406,-116.40128,367.0,27.73,h,D,2023-07-06,2023,7,21,2,Medio
18.12857,-101.6465,341.32,6.4,n,D,2025-05-12,2025,5,20,1,Alto
27.38017,-107.53815,298.06,2.0,n,N,2024-05-28,2024,5,8,0,Bajo
32.48701,-116.89473,353.97,11.69,n,D,2023-08-01,2023,8,21,2,Medio
22.3964,-104.23642,310.71,3.52,n,N,2023-06-03,2023,6,8,0,Bajo
22.39843,-104.99522,300.43,1.3,n,N,2024-05-13,2024,5,9,0,Bajo
17.89183,-93.19482,334.84,3.3,n,D,2024-11-24,2024,11,19,1,Alto
24.88719,-105.19698,349.46,25.7,n,D,2023-06-02,2023,6,20,2,Medio
17.54096,-99.55518,310.91,1.43,n,N,2024-04-19,2024,4,8,0,Bajo
18.24207,-94.67007,330.48,2.73,n,D,2023-05-13,2023,5,20,1,Alto
18.5964,-96.15572,346.22,5.6,n,D,2023-03-27,2023,3,19,1,Alto
19.40836,-104.56248,330.55,3.57,n,N,2023-05-30,2023,5,8,0,Bajo
17.36264,-98.74024,346.96,7.84,n,D,2024-05-11,2024,5,19,1,Alto
28.29607,-105.3962,345.61,13.3,n,D,2025-12-22,2025,12,20,2,Medio
18.63787,-92.50811,344.13,6.67,n,D,2024-08-06,2024,8,19,1,Alto
18.09514,-94.04516,348.12,9.87,n,D,2023-01-15,2023,1,18,1,Alto
22.96522,-98.30283,340.48,3.79,n,D,2025-03-08,2025,3,20,1,Alto
19.80291,-105.03715,350.09,4.3,n,D,2023-05-02,2023,5,20,1,Alto
18.41958,-93.19778,308.06,11.06,n,N,2025-07-11,2025,7,7,0,Bajo
16.7156,-91.67783,367.0,21.12,h,D,2025-05-13,2025,5,19,1,Alto
18.55987,-95.45352,331.63,2.4,l,D,2023-03-11,2023,3,19,2,Medio
19.84679,-100.96268,343.88,7.22,n,D,2025-01-15,2025,1,20,1,Alto
18.44888,-90.62867,344.49,4.32,n,D,2025-05-12,2025,5,18,1,Alto
20.22581,-103.40048,341.59,5.14,n,D,2024-01-05,2024,1,20,1,Alto
20.50759,-103.19281,346.37,3.99,n,D,2024-03-26,2024,3,20,1,Alto
16.65132,-94.40416,341.76,7.4,l,D,2024-04-10,2024,4,19,2,Medio
16.63766,-94.43122,339.02,4.43,n,D,2024-04-09,2024,4,19,1,Alto
26.79647,-107.91921,337.96,3.76,l,D,2023-06-24,2023,6,20,2,Medio
20.44982,-100.44122,350.09,9.91,n,D,2025-11-19,2025,11,20,1,Alto
18.58838,-95.64495,330.7,3.9,n,D,2025-06-13,2025,6,20,1,Alto
28.68473,-106.09017,316.74,1.54,n,N,2025-07-10,2025,7,8,0,Bajo
20.72085,-99.17677,330.09,10.39,n,D,2024-03-26,2024,3,19,1,Alto
21.01891,-87.89878,346.96,11.22,n,D,2025-04-24,2025,4,19,1,Alto
20.96805,-104.35092,299.46,1.47,n,N,2023-06-08,2023,6,9,0,Bajo
20.413,-100.67864,298.53,3.55,n,N,2023-05-03,2023,5,8,0,Bajo
23.10532,-98.66744,342.21,8.13,n,D,2025-02-16,2025,2,20,1,Alto
17.24303,-92.94665,330.43,3.27,n,D,2023-03-12,2023,3,19,1,Alto
17.94196,-99.80222,333.87,2.62,n,D,2024-05-07,2024,5,19,1,Alto
20.03805,-89.18977,367.0,33.78,h,D,2024-05-05,2024,5,19,1,Alto
26.48715,-102.97342,302.76,0.91,n,N,2023-06-26,2023,6,8,0,Bajo
18.34774,-92.3419,335.83,10.67,n,D,2025-06-08,2025,6,20,1,Alto
18.24324,-90.90652,333.23,14.91,l,D,2024-05-16,2024,5,19,2,Medio
20.0613,-104.74886,340.83,6.66,l,D,2024-05-19,2024,5,20,2,Medio
18.41662,-90.95019,338.22,11.54,n,D,2025-05-06,2025,5,18,1,Alto
17.79252,-93.12218,302.91,0.33,n,N,2025-10-23,2025,10,7,0,Bajo
19.33736,-99.79328,339.31,3.24,n,D,2025-04-08,2025,4,19,1,Alto
20.24005,-101.05252,339.39,8.65,l,D,2024-01-13,2024,1,20,2,Medio
18.98384,-88.67471,340.06,6.88,n,D,2023-04-07,2023,4,19,1,Alto
21.35133,-88.18169,335.22,3.58,l,D,2024-05-01,2024,5,19,2,Medio
18.38293,-91.99049,348.78,12.72,n,D,2023-06-19,2023,6,20,1,Alto
28.05877,-107.37345,367.0,29.75,h,D,2025-05-04,2025,5,19,1,Alto
17.65442,-93.3626,314.77,1.22,n,N,2024-11-19,2024,11,8,0,Bajo
19.20762,-100.62215,335.77,22.24,n,D,2025-05-22,2025,5,20,1,Alto
18.32542,-95.87995,339.65,8.61,n,D,2025-03-26,2025,3,19,1,Alto
20.38616,-88.91548,330.84,3.93,l,D,2025-05-04,2025,5,19,2,Medio
21.75443,-104.51107,348.58,12.96,n,D,2024-05-19,2024,5,20,2,Medio
19.76877,-89.39415,350.86,114.29,n,D,2024-03-28,2024,3,20,1,Alto
21.78698,-102.35234,295.94,0.75,n,N,2023-04-16,2023,4,8,0,Bajo
21.28702,-87.92818,317.23,2.86,n,N,2024-05-27,2024,5,6,0,Bajo
18.19042,-102.58397,306.21,1.76,n,N,2024-05-29,2024,5,7,0,Bajo
20.54069,-90.29112,350.48,9.82,n,D,2023-02-27,2023,2,18,1,Alto
16.63515,-94.52821,367.0,11.4,h,D,2025-12-21,2025,12,18,1,Alto
17.82472,-101.54358,330.57,1.93,n,D,2023-06-14,2023,6,20,1,Alto
20.10576,-105.44179,331.15,5.46,l,D,2024-04-03,2024,4,19,2,Medio
17.78911,-101.46151,325.34,2.29,n,N,2024-06-07,2024,6,8,0,Bajo
20.04971,-99.28906,328.05,1.91,n,N,2025-08-02,2025,8,8,0,Bajo
17.83686,-93.11639,343.03,8.66,n,N,2025-07-16,2025,7,8,0,Bajo
17.98352,-90.246,313.32,1.86,n,N,2023-04-08,2023,4,8,0,Bajo
17.40788,-95.73937,331.77,12.65,l,D,2023-04-03,2023,4,19,2,Medio
20.25812,-88.21559,367.0,84.78,h,D,2024-05-24,2024,5,18,1,Alto
22.23535,-98.02761,305.18,0.72,n,N,2024-07-06,2024,7,7,0,Bajo
19.5257,-90.49235,336.63,3.88,n,D,2023-05-29,2023,5,20,1,Alto
25.13096,-101.06633,307.73,2.63,n,N,2025-05-20,2025,5,8,0,Bajo
17.07845,-97.96601,319.66,1.78,n,N,2024-03-04,2024,3,8,0,Bajo
20.16978,-100.45781,330.4,2.78,n,N,2025-01-01,2025,1,8,0,Bajo
20.61903,-88.02935,367.0,7.79,h,D,2024-05-20,2024,5,18,1,Alto
25.53137,-108.02519,367.0,24.09,h,D,2024-06-07,2024,6,19,1,Alto
16.94029,-95.40822,342.44,12.46,n,D,2025-04-04,2025,4,18,1,Alto
32.41094,-116.03042,367.0,141.5,h,D,2025-06-28,2025,6,20,2,Medio
20.85491,-104.04996,299.28,2.24,n,N,2023-06-07,2023,6,7,0,Bajo
16.46354,-93.61971,355.52,6.5,n,D,2024-04-08,2024,4,19,1,Alto
18.85147,-98.80721,353.31,7.46,n,D,2023-04-15,2023,4,20,1,Alto
19.26933,-89.74192,322.59,2.21,n,N,2025-04-24,2025,4,8,0,Bajo
18.96498,-90.50768,353.45,17.94,n,D,2025-05-14,2025,5,19,1,Alto
17.94568,-102.20745,309.27,1.36,n,N,2023-06-16,2023,6,8,0,Bajo
16.58272,-97.88603,304.24,1.4,n,N,2024-05-17,2024,5,8,0,Bajo
19.47421,-96.5668,337.78,3.12,n,D,2025-02-25,2025,2,19,1,Alto
23.46854,-105.8516,338.14,3.21,n,N,2025-05-17,2025,5,9,0,Bajo
16.14668,-95.84305,342.17,5.24,n,D,2023-05-02,2023,5,20,1,Alto
18.50334,-96.1465,299.27,0.67,n,N,2023-01-11,2023,1,8,0,Bajo
17.10272,-99.68309,306.12,1.22,n,N,2023-04-13,2023,4,8,0,Bajo
18.96736,-88.5545,339.71,8.22,l,D,2024-04-10,2024,4,19,2,Medio
25.73024,-97.43982,345.6,9.08,n,D,2023-08-25,2023,8,19,2,Medio
20.06265,-102.39386,367.0,13.39,h,D,2025-12-26,2025,12,20,1,Alto
18.47322,-88.96313,350.3,13.16,n,D,2023-06-03,2023,6,20,1,Alto
19.76848,-99.1419,295.07,0.29,n,N,2023-02-20,2023,2,7,0,Bajo
16.664,-98.48545,339.8,14.2,l,D,2023-04-02,2023,4,19,2,Medio
19.33125,-89.3953,312.5,0.95,n,N,2024-05-24,2024,5,7,0,Bajo
26.58529,-106.88653,335.11,1.74,l,D,2023-05-27,2023,5,20,2,Medio
16.95651,-99.92859,341.66,10.66,n,D,2025-04-14,2025,4,20,1,Alto
19.06771,-90.39039,354.9,55.89,n,D,2025-05-19,2025,5,19,1,Alto
19.30959,-89.26488,343.31,7.44,n,D,2024-07-03,2024,7,19,1,Alto
18.87845,-88.61807,349.71,46.07,n,D,2023-04-26,2023,4,18,1,Alto
18.02329,-102.26918,343.97,5.96,n,D,2025-05-14,2025,5,19,1,Alto
19.21548,-100.23087,350.56,63.64,l,D,2024-05-05,2024,5,19,2,Medio
17.89603,-92.48756,303.26,0.74,n,N,2024-08-03,2024,8,7,0,Bajo
19.82768,-90.32005,334.55,5.27,l,D,2023-05-27,2023,5,19,2,Medio
21.70329,-99.37302,306.81,1.26,n,N,2025-03-17,2025,3,8,0,Bajo
17.95818,-93.41467,349.63,4.3,n,D,2024-03-08,2024,3,19,1,Alto
18.51231,-92.53252,318.4,2.86,n,N,2023-04-01,2023,4,7,0,Bajo
16.46712,-93.65652,301.3,1.44,n,N,2023-06-08,2023,6,7,0,Bajo
26.25662,-107.31498,346.08,11.0,l,D,2023-06-14,2023,6,20,2,Medio
15.96802,-92.52715,331.25,2.82,n,N,2023-04-26,2023,4,7,0,Bajo
19.30453,-96.40565,332.44,1.07,l,D,2023-04-28,2023,4,19,2,Medio
16.24836,-93.98171,301.72,1.62,n,N,2025-04-17,2025,4,8,0,Bajo
17.86602,-93.49706,340.65,4.52,n,D,2025-03-30,2025,3,18,1,Alto
28.28971,-108.68897,301.62,1.17,n,N,2025-05-13,2025,5,8,0,Bajo
18.13404,-94.20213,319.98,2.82,n,N,2025-05-02,2025,5,8,0,Bajo
18.58504,-102.94357,306.9,0.93,n,N,2024-06-05,2024,6,8,0,Bajo
23.69938,-99.2991,353.68,16.92,n,D,2024-05-12,2024,5,19,2,Medio
24.51793,-106.54409,310.7,3.41,n,N,2025-05-21,2025,5,7,0,Bajo
15.95875,-92.21834,352.51,36.05,n,D,2024-05-13,2024,5,18,1,Alto
17.26852,-99.5651,303.78,1.51,n,N,2023-05-20,2023,5,8,0,Bajo
20.41821,-100.19747,341.88,12.31,n,D,2025-03-16,2025,3,19,1,Alto
19.99547,-89.06662,345.34,3.47,n,D,2024-06-05,2024,6,18,1,Alto
18.39141,-100.91342,347.91,10.21,n,D,2024-04-28,2024,4,20,1,Alto
16.16548,-91.93014,333.1,6.07,n,D,2024-04-07,2024,4,20,1,Alto
17.45816,-100.8674,339.65,8.68,n,D,2024-05-23,2024,5,20,1,Alto
17.84314,-93.10281,298.78,0.57,n,N,2025-04-12,2025,4,8,0,Bajo
16.36886,-90.51843,332.88,7.72,l,D,2025-05-16,2025,5,18,2,Medio
19.36658,-88.85899,329.93,6.77,l,D,2025-04-10,2025,4,18,2,Medio
18.77406,-98.73665,342.71,6.29,n,D,2024-02-06,2024,2,19,1,Alto
16.70714,-95.58906,337.2,8.87,n,D,2023-04-29,2023,4,19,1,Alto
20.82899,-102.00456,298.8,1.55,n,N,2023-04-04,2023,4,7,0,Bajo
23.88862,-97.79845,316.43,2.7,n,N,2023-07-01,2023,7,8,0,Bajo
17.90229,-93.18142,339.63,24.0,n,D,2024-03-03,2024,3,19,1,Alto
27.67637,-110.41277,346.92,13.26,n,D,2025-01-18,2025,1,20,2,Medio
19.18805,-101.51492,300.9,1.53,n,N,2025-02-06,2025,2,8,0,Bajo
18.15392,-90.35932,310.55,0.72,n,N,2023-05-11,2023,5,7,0,Bajo
17.5164,-91.57713,349.97,17.44,n,D,2025-05-25,2025,5,19,1,Alto
16.33348,-93.19916,303.73,2.52,n,N,2024-03-27,2024,3,7,0,Bajo
17.48834,-91.26738,311.77,0.7,n,N,2025-04-20,2025,4,7,0,Bajo
16.15635,-90.53809,341.1,90.31,n,D,2024-04-09,2024,4,19,1,Alto
21.87181,-98.13731,310.69,3.07,n,N,2025-04-14,2025,4,7,0,Bajo
30.49855,-109.63081,332.17,5.89,n,N,2024-12-20,2024,12,8,0,Bajo
19.69873,-90.50615,336.75,4.64,n,D,2024-05-04,2024,5,18,1,Alto
18.74171,-88.68709,344.54,3.29,n,D,2024-06-04,2024,6,18,1,Alto
16.62446,-94.48834,309.57,1.76,n,N,2024-04-03,2024,4,8,0,Bajo
22.44902,-99.19621,367.0,80.98,l,D,2025-03-15,2025,3,20,2,Medio
17.92522,-93.63068,337.43,2.33,n,N,2024-11-19,2024,11,8,0,Bajo
19.67256,-103.37502,305.93,1.16,n,N,2024-02-19,2024,2,9,0,Bajo
19.48143,-90.62401,347.18,10.16,n,D,2025-05-20,2025,5,19,1,Alto
26.38199,-106.52707,296.47,0.72,n,N,2023-06-14,2023,6,8,0,Bajo
19.73605,-101.77339,367.0,11.24,h,D,2025-04-14,2025,4,20,1,Alto
18.41267,-91.86852,340.99,11.45,n,D,2023-03-11,2023,3,19,1,Alto
29.67943,-102.37576,305.37,2.26,n,N,2023-06-28,2023,6,9,0,Bajo
17.52128,-99.59456,303.99,2.47,n,N,2024-05-10,2024,5,8,0,Bajo
18.95491,-88.59782,336.67,5.15,n,D,2025-05-17,2025,5,18,1,Alto
16.77479,-95.37241,339.09,3.27,n,D,2023-05-14,2023,5,19,1,Alto
20.38529,-99.69288,296.24,1.32,n,N,2024-11-26,2024,11,7,0,Bajo
17.92982,-100.12295,341.58,3.61,l,D,2025-04-26,2025,4,20,2,Medio
18.50601,-96.14599,329.42,3.34,n,D,2024-10-09,2024,10,19,1,Alto
21.1044,-88.12323,312.5,3.12,n,N,2024-04-24,2024,4,7,0,Bajo
20.54493,-99.94637,338.58,13.33,n,D,2025-11-17,2025,11,19,1,Alto
18.95198,-90.24096,340.35,5.03,n,D,2024-05-11,2024,5,19,1,Alto
17.57596,-91.0392,345.14,4.13,n,D,2025-05-31,2025,5,19,1,Alto
19.08479,-99.33945,304.25,1.45,n,N,2025-04-13,2025,4,8,0,Bajo
17.87049,-90.69075,336.4,3.0,l,D,2024-05-12,2024,5,19,2,Medio
17.84401,-93.11739,356.54,24.62,n,N,2025-05-03,2025,5,6,1,Alto
14.94932,-92.60941,352.58,7.24,n,D,2025-04-23,2025,4,19,1,Alto
16.27473,-91.91499,343.53,20.35,n,D,2024-03-27,2024,3,18,1,Alto
17.94731,-100.20177,309.34,1.59,n,N,2024-05-08,2024,5,7,0,Bajo
24.98084,-106.18711,311.41,1.92,n,N,2025-05-22,2025,5,9,0,Bajo
16.59471,-92.74607,333.3,4.3,l,D,2025-03-13,2025,3,18,2,Medio
19.6842,-104.57052,336.83,5.05,n,N,2024-03-06,2024,3,9,0,Bajo
19.45652,-89.59641,308.0,0.81,n,N,2023-04-11,2023,4,7,0,Bajo
20.03375,-104.79509,303.42,2.11,n,N,2023-06-21,2023,6,8,0,Bajo
25.7736,-100.17979,308.32,1.12,n,N,2023-03-17,2023,3,8,0,Bajo
21.51861,-103.71914,345.18,9.3,n,D,2024-05-24,2024,5,20,2,Medio
16.80538,-95.04292,334.14,8.25,l,D,2023-04-02,2023,4,19,2,Medio
18.07957,-88.76347,338.84,1.95,n,D,2024-04-10,2024,4,19,1,Alto
18.74296,-91.05245,341.56,7.97,n,D,2023-05-17,2023,5,18,1,Alto
19.10967,-90.38435,334.15,4.26,l,D,2024-04-11,2024,4,18,2,Medio
29.73324,-108.54633,355.23,45.35,n,D,2025-05-13,2025,5,20,2,Medio
19.60049,-90.50302,346.73,21.49,n,D,2025-04-15,2025,4,18,1,Alto
16.83624,-91.90679,342.65,33.85,n,D,2024-05-16,2024,5,19,1,Alto
18.28745,-95.82523,333.37,2.35,l,D,2023-05-13,2023,5,20,2,Medio
28.63885,-107.05952,300.8,1.45,n,N,2025-04-07,2025,4,8,0,Bajo
16.30752,-90.73463,356.27,10.97,n,D,2024-04-15,2024,4,19,1,Alto
19.47472,-89.88034,333.25,7.69,n,D,2025-04-05,2025,4,18,1,Alto
29.61825,-108.59981,308.39,1.61,n,N,2023-06-27,2023,6,9,0,Bajo
17.28181,-97.93663,298.22,11.35,n,N,2024-05-11,2024,5,8,0,Bajo
18.6162,-102.35351,341.39,4.7,n,D,2023-07-28,2023,7,19,1,Alto
21.46518,-104.97661,367.0,10.87,h,N,2023-04-20,2023,4,9,1,Alto
20.84523,-104.92758,303.49,1.86,n,N,2024-06-07,2024,6,8,0,Bajo
32.19599,-115.18227,309.13,0.94,n,N,2024-05-07,2024,5,9,0,Bajo
18.20179,-102.35879,306.91,0.83,n,N,2025-05-26,2025,5,8,0,Bajo
30.07791,-106.58627,351.68,20.14,n,D,2023-06-24,2023,6,20,2,Medio
18.17374,-102.90133,353.74,8.81,n,D,2025-05-26,2025,5,20,1,Alto
19.88132,-100.73759,295.86,1.82,n,N,2025-03-25,2025,3,9,0,Bajo
18.50919,-96.14625,351.38,39.55,n,D,2025-10-28,2025,10,19,1,Alto
22.48521,-103.31004,304.51,69.36,l,D,2023-04-29,2023,4,19,2,Medio
20.48174,-88.48281,335.05,2.8,n,D,2024-04-20,2024,4,19,1,Alto
16.55517,-92.21783,301.26,1.49,n,N,2024-04-01,2024,4,7,0,Bajo
22.26201,-97.80829,307.93,1.5,n,N,2024-11-02,2024,11,8,0,Bajo
18.26097,-91.5456,330.65,1.23,l,D,2023-03-12,2023,3,19,2,Medio
24.2671,-106.18391,301.45,1.68,n,N,2025-05-07,2025,5,8,0,Bajo
25.19849,-107.10181,305.15,0.77,n,N,2025-04-14,2025,4,9,0,Bajo
19.80094,-90.30672,342.43,5.92,n,D,2023-04-19,2023,4,19,1,Alto
18.68224,-95.75869,333.42,4.19,n,D,2025-04-03,2025,4,19,1,Alto
17.14881,-99.99891,335.57,9.07,n,D,2024-04-27,2024,4,18,1,Alto
18.03702,-100.14803,352.11,8.96,n,D,2024-03-24,2024,3,19,1,Alto
16.13163,-93.96341,356.42,3.58,n,D,2025-04-21,2025,4,20,1,Alto
30.91006,-116.0321,339.4,9.17,n,D,2024-09-17,2024,9,21,2,Medio
24.99111,-106.53568,317.37,1.78,n,N,2023-05-23,2023,5,9,0,Bajo
18.39553,-90.99054,346.78,8.0,n,D,2024-05-24,2024,5,18,1,Alto
22.68841,-104.49719,344.34,6.8,n,D,2023-05-30,2023,5,19,2,Medio
18.19333,-90.64893,347.59,42.87,l,D,2023-04-19,2023,4,19,2,Medio
20.89242,-89.41656,343.91,6.28,n,D,2024-06-05,2024,6,18,1,Alto
20.04782,-99.27634,298.29,1.91,n,N,2023-01-02,2023,1,8,0,Bajo
18.09123,-94.04906,331.74,10.43,n,D,2025-03-23,2025,3,19,1,Alto
19.6029,-104.81749,323.22,1.49,n,N,2024-05-26,2024,5,8,0,Bajo
22.10872,-104.35453,354.27,9.34,n,D,2025-05-19,2025,5,19,2,Medio
18.09103,-90.86601,314.63,1.34,n,N,2024-02-21,2024,2,8,0,Bajo
21.77349,-104.18694,321.43,4.38,n,N,2024-05-29,2024,5,7,0,Bajo
17.88974,-93.19335,344.49,8.8,n,D,2024-02-29,2024,2,18,1,Alto
26.40929,-109.07474,339.78,2.02,n,D,2024-11-06,2024,11,20,2,Medio
27.66104,-105.20927,348.19,23.77,n,D,2025-04-01,2025,4,19,2,Medio
17.89739,-93.18501,343.99,10.85,n,D,2023-09-17,2023,9,20,1,Alto
19.03459,-88.13566,335.85,5.8,l,D,2024-05-29,2024,5,18,2,Medio
24.31535,-99.02768,321.06,2.24,n,N,2025-02-02,2025,2,8,0,Bajo
22.91743,-105.38882,306.16,0.57,n,N,2023-05-10,2023,5,8,0,Bajo
20.12721,-88.36325,367.0,8.83,h,D,2024-05-21,2024,5,19,1,Alto
17.72877,-92.56145,345.0,20.16,n,D,2024-05-27,2024,5,19,1,Alto
17.92683,-93.63124,338.0,6.32,n,D,2025-12-06,2025,12,18,1,Alto
17.85725,-99.73271,335.02,3.91,n,D,2025-04-16,2025,4,20,1,Alto
18.41873,-93.19362,330.82,4.06,n,D,2024-11-06,2024,11,18,1,Alto
18.60708,-99.33143,351.91,8.02,n,D,2024-01-01,2024,1,20,1,Alto
18.3233,-101.51009,346.01,8.54,n,D,2024-05-25,2024,5,20,1,Alto
21.03101,-104.23534,332.5,2.09,l,D,2023-04-03,2023,4,20,2,Medio
16.31241,-93.50729,339.68,6.67,n,D,2024-04-02,2024,4,20,1,Alto
17.93276,-102.19735,306.46,2.05,n,N,2024-12-18,2024,12,9,0,Bajo
25.69758,-98.44482,341.03,6.42,n,D,2023-08-12,2023,8,19,2,Medio
18.9896,-89.01488,348.78,9.34,n,D,2024-05-06,2024,5,19,1,Alto
17.43573,-96.47959,348.55,17.86,n,D,2024-05-11,2024,5,19,1,Alto
21.11056,-104.55322,329.89,1.11,n,D,2024-01-11,2024,1,20,2,Medio
19.68042,-101.79366,337.92,8.51,l,D,2023-04-21,2023,4,20,2,Medio
16.80216,-98.13303,308.82,3.58,n,N,2024-05-16,2024,5,8,0,Bajo
23.01152,-99.55544,349.82,10.5,n,D,2024-05-10,2024,5,19,1,Alto
19.32928,-90.54133,334.04,2.27,n,D,2024-02-15,2024,2,19,1,Alto
18.40743,-96.21412,337.74,6.65,l,D,2025-04-14,2025,4,18,2,Medio
22.95161,-105.29842,317.6,1.22,n,N,2023-06-19,2023,6,8,0,Bajo
19.27118,-90.43754,367.0,12.61,h,D,2024-04-25,2024,4,19,1,Alto
25.48712,-103.39729,301.38,0.69,n,N,2025-02-17,2025,2,8,0,Bajo
24.36251,-106.06003,314.36,2.3,n,N,2025-05-25,2025,5,8,0,Bajo
22.24556,-105.28506,367.0,16.45,h,D,2025-03-12,2025,3,21,1,Alto
18.30736,-90.87544,342.58,12.38,n,D,2024-04-27,2024,4,18,1,Alto
17.92648,-93.62954,311.6,2.4,n,N,2025-07-24,2025,7,7,0,Bajo
24.17012,-106.58554,347.94,6.6,l,D,2023-05-07,2023,5,20,2,Medio
30.73095,-110.74353,347.09,10.46,l,D,2023-06-14,2023,6,20,2,Medio
17.071,-93.09063,335.07,7.9,n,D,2023-03-27,2023,3,19,1,Alto
17.96101,-90.42766,340.69,9.15,n,D,2025-05-22,2025,5,18,1,Alto
17.86217,-101.66025,336.07,6.1,n,D,2023-05-23,2023,5,20,1,Alto
16.16249,-92.34456,310.4,1.16,n,N,2024-03-12,2024,3,7,0,Bajo
18.42733,-102.08017,341.01,81.07,n,D,2023-04-01,2023,4,19,1,Alto
18.09325,-101.69262,337.97,4.72,n,D,2025-05-18,2025,5,20,1,Alto
